url,image,YUV_values
https://i.pinimg.com/474x/13/f9/80/13f9808cd553816c341f9525ec8030b6.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=474x474 at 0x130A40E20>,"(np.float64(149.26703341700937), np.float64(101.47536452491588), np.float64(152.40391052003775))"
https://i.pinimg.com/474x/12/99/23/1299231087eca422ef7970a461906921.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=474x588 at 0x130A5A1C0>,"(np.float64(130.63592459437544), np.float64(114.39883604945713), np.float64(137.5616563690771))"
https://i.pinimg.com/474x/10/14/e6/1014e6a53d2995cf8eb06ab3bb86a30b.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=474x842 at 0x130A40AC0>,"(np.float64(102.70415406549186), np.float64(112.43080357702146), np.float64(147.49104617103856))"
https://i.pinimg.com/474x/21/3f/0d/213f0dcd045b860b6243b344f3058702.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=450x450 at 0x130A5AC10>,"(np.float64(191.56103209876542), np.float64(123.73493333333333), np.float64(144.6887111111111))"
https://i.pinimg.com/474x/0e/de/1e/0ede1e3f24838d213c59d92018f9b6dc.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=474x474 at 0x130A5A550>,"(np.float64(144.23632252666062), np.float64(115.66863394399046), np.float64(146.70745874058645))"
https://i.pinimg.com/474x/0f/5c/d3/0f5cd34d0314ab8d7de96a602d4b3a58.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=473x581 at 0x130A5A5B0>,"(np.float64(147.87618125780077), np.float64(116.72662501410049), np.float64(141.5961508371147))"
https://i.pinimg.com/474x/11/c3/cb/11c3cbfd62228d1c70d4fb3895676365.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=320x480 at 0x130A5AE80>,"(np.float64(72.14424479166667), np.float64(119.49056640625), np.float64(134.58293619791667))"
https://i.pinimg.com/474x/11/c3/cb/11c3cbfd62228d1c70d4fb3895676365.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=320x480 at 0x130A5AAC0>,"(np.float64(72.14424479166667), np.float64(119.49056640625), np.float64(134.58293619791667))"
https://i.pinimg.com/474x/0d/be/3e/0dbe3ec02c7a82b9bcb054ae292b14ca.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=474x649 at 0x130A5A730>,"(np.float64(173.99475260658565), np.float64(117.75973456663375), np.float64(139.9255913095343))"
https://i.pinimg.com/474x/0c/da/b5/0cdab5591771d06b774ee41bf6accbb6.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=474x633 at 0x130A5AF40>,"(np.float64(184.36091363283373), np.float64(124.72018078011419), np.float64(133.60360693657032))"
https://i.pinimg.com/474x/0e/94/10/0e94107981ec9a0dc3eed14e03438c68.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=474x580 at 0x130A5A6A0>,"(np.float64(79.94505698373608), np.float64(112.35394302717685), np.float64(147.69343004623448))"
https://i.pinimg.com/474x/0d/cc/86/0dcc8611187a3093a8fb88b6ce51225a.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=474x439 at 0x130A5A9D0>,"(np.float64(202.38009284622703), np.float64(117.82080485952923), np.float64(138.19465028882288))"
